"","masked_user_id","question_id","rating"
"125","22408aad","7943",0.0049
"126","22408aad","9646",0.0049
"127","22408aad","10301",0.0049
"128","22408aad","12187",0.0049
"129","22408aad","12890",0.0049
"130","22408aad","13084",0.0049
"131","22408aad","13168",0.0049
"132","22408aad","14038",0.0049
"133","22408aad","14044",0.0049
"134","22408aad","14045",0.0049
"135","22408aad","14194",0.0049
"136","22408aad","14195",0.0049
"137","22408aad","14386",0.0049
"138","22408aad","14387",0.0049
"139","22408aad","14520",0.0049
"140","22408aad","14526",0.0049
"141","22408aad","14527",0.0049
"142","22408aad","14589",0.0049
"143","22408aad","15341",0.0049
"144","22408aad","15349",0.0049
"145","22408aad","16067",0.0049
"146","22408aad","16075",0.0049
"147","22408aad","16645",0.0049
"148","22408aad","17121",0.0049
"149","22408aad","17129",0.0049
"150","22408aad","17418",0.0049
"151","4ffee38a","16648",0.0063
"152","4ffee38a","17828",0.0063
"153","4ffee38a","2851",0.0063
"154","4ffee38a","4113",0.0063
"155","4ffee38a","5971",0.0063
"156","4ffee38a","5974",0.0063
"157","4ffee38a","5978",0.0063
"158","4ffee38a","5983",0.0063
"159","4ffee38a","7934",0.0063
"160","4ffee38a","7937",0.0063
"161","4ffee38a","7940",0.0063
"162","4ffee38a","7942",0.0063
"163","4ffee38a","8998",0.0063
"164","4ffee38a","9529",0.0063
"165","4ffee38a","9651",0.0063
"166","4ffee38a","9697",0.0063
"167","4ffee38a","10126",0.0063
"168","4ffee38a","10302",0.0063
"169","4ffee38a","10988",0.0063
"170","4ffee38a","11416",0.0063
"171","4ffee38a","11693",0.0063
"172","4ffee38a","12189",0.0063
"173","4ffee38a","12192",0.0063
"174","4ffee38a","12194",0.0063
"175","4ffee38a","12770",0.0063
"176","4ffee38a","12774",0.0063
"177","4ffee38a","12883",0.0063
"178","4ffee38a","12885",0.0063
"179","4ffee38a","12893",0.0063
"180","4ffee38a","12897",0.0063
"181","4ffee38a","13138",0.0063
"182","4ffee38a","13143",0.0063
"183","4ffee38a","14039",0.0063
"184","4ffee38a","14042",0.0063
"185","4ffee38a","14043",0.0063
"186","4ffee38a","14046",0.0063
"187","4ffee38a","14193",0.0063
"188","4ffee38a","14196",0.0063
"189","4ffee38a","14383",0.0063
"190","4ffee38a","14384",0.0063
"191","4ffee38a","14388",0.0063
"192","4ffee38a","14521",0.0063
"193","4ffee38a","14524",0.0063
"194","4ffee38a","14525",0.0063
"195","4ffee38a","15332",0.0063
"196","4ffee38a","15333",0.0063
"197","4ffee38a","15336",0.0063
"198","4ffee38a","15338",0.0063
"199","4ffee38a","15340",0.0063
"200","4ffee38a","15345",0.0063
"201","560d7304","12897",0.0066
"202","560d7304","12895",0.0069
"203","560d7304","18586",0.0069
"204","560d7304","11691",0.0071
"205","560d7304","3891",0.0061
"206","560d7304","8994",0.0061
"207","560d7304","10240",0.0061
"208","560d7304","14198",0.0061
"209","560d7304","14205",0.0061
"210","560d7304","14278",0.0061
"211","560d7304","14517",0.0061
"212","560d7304","15342",0.0061
"213","560d7304","15355",0.0061
"214","560d7304","17227",0.0061
"215","560d7304","17711",0.0061
"216","560d7304","17781",0.0061
"217","560d7304","17849",0.0061
"218","560d7304","18735",0.0061
"219","560d7304","20301",0.0061
"220","560d7304","21663",0.0061
"221","560d7304","22551",0.0061
"222","560d7304","22599",0.0061
"223","560d7304","22796",0.0061
"224","560d7304","12190",0.0064
"225","560d7304","14277",0.0064
"226","560d7304","17125",0.0064
"227","560d7304","17228",0.0064
"228","560d7304","17230",0.0064
"229","560d7304","17782",0.0064
"230","560d7304","17784",0.0064
"231","560d7304","17794",0.0064
"232","560d7304","17796",0.0064
"233","560d7304","17856",0.0064
"234","560d7304","19114",0.0064
"235","560d7304","19520",0.0064
"236","560d7304","20302",0.0064
"237","560d7304","20334",0.0064
"238","560d7304","22600",0.0064
"239","560d7304","22602",0.0064
"240","560d7304","5974",0.0066
"241","560d7304","5978",0.0066
"242","560d7304","7942",0.0066
"243","560d7304","7943",0.0066
"244","560d7304","8998",0.0066
"245","560d7304","9529",0.0066
"246","560d7304","11416",0.0066
"247","560d7304","12774",0.0066
"248","560d7304","13143",0.0066
"249","560d7304","14046",0.0066
"250","560d7304","14196",0.0066
"251","8100aef3","15334",0.005
"252","8100aef3","2851",0.0044
"253","8100aef3","4113",0.0044
"254","8100aef3","5971",0.0044
"255","8100aef3","5983",0.0044
"256","8100aef3","7937",0.0044
"257","8100aef3","7940",0.0044
"258","8100aef3","9651",0.0044
"259","8100aef3","9697",0.0044
"260","8100aef3","10126",0.0044
"261","8100aef3","10302",0.0044
"262","8100aef3","10980",0.0044
"263","8100aef3","10988",0.0044
"264","8100aef3","12189",0.0044
"265","8100aef3","12770",0.0044
"266","8100aef3","12885",0.0044
"267","8100aef3","12893",0.0044
"268","8100aef3","13138",0.0044
"269","8100aef3","14039",0.0044
"270","8100aef3","14042",0.0044
"271","8100aef3","14192",0.0044
"272","8100aef3","14383",0.0044
"273","8100aef3","14521",0.0044
"274","8100aef3","14524",0.0044
"275","8100aef3","14585",0.0044
"276","8100aef3","14593",0.0044
"277","8100aef3","15338",0.0044
"278","8100aef3","15357",0.0044
"279","8100aef3","16044",0.0044
"280","8100aef3","16078",0.0044
"281","8100aef3","16453",0.0044
"282","8100aef3","16473",0.0044
"283","8100aef3","16648",0.0044
"284","8100aef3","17561",0.0044
"285","8100aef3","17804",0.0044
"286","8100aef3","17834",0.0044
"287","8100aef3","18587",0.0044
"288","8100aef3","18737",0.0044
"289","8100aef3","19519",0.0044
"290","8100aef3","20498",0.0044
"291","8100aef3","21648",0.0044
"292","8100aef3","21668",0.0044
"293","8100aef3","21671",0.0044
"294","8100aef3","22547",0.0044
"295","8100aef3","22561",0.0044
"296","8100aef3","22569",0.0044
"297","8100aef3","22581",0.0044
"298","8100aef3","22783",0.0044
"299","8100aef3","23263",0.0044
"300","8100aef3","2854",0.0049
"301","8f7b79fd","16061",0.0067
"302","8f7b79fd","16062",0.0067
"303","8f7b79fd","16063",0.0067
"304","8f7b79fd","16064",0.0067
"305","8f7b79fd","16065",0.0067
"306","8f7b79fd","16066",0.0067
"307","8f7b79fd","16067",0.0067
"308","8f7b79fd","16068",0.0067
"309","8f7b79fd","16069",0.0067
"310","8f7b79fd","16070",0.0067
"311","8f7b79fd","16071",0.0067
"312","8f7b79fd","16072",0.0067
"313","8f7b79fd","16073",0.0067
"314","8f7b79fd","16074",0.0067
"315","8f7b79fd","16075",0.0067
"316","8f7b79fd","16077",0.0067
"317","8f7b79fd","16078",0.0067
"318","8f7b79fd","16079",0.0067
"319","8f7b79fd","16080",0.0067
"320","8f7b79fd","16081",0.0067
"321","8f7b79fd","16082",0.0067
"322","8f7b79fd","16083",0.0067
"323","8f7b79fd","16084",0.0067
"324","8f7b79fd","16085",0.0067
"325","8f7b79fd","16086",0.0067
"326","8f7b79fd","16087",0.0067
"327","8f7b79fd","16088",0.0067
"328","8f7b79fd","16090",0.0067
"329","8f7b79fd","16091",0.0067
"330","8f7b79fd","16092",0.0067
"331","8f7b79fd","16093",0.0067
"332","8f7b79fd","5974",0.007
"333","8f7b79fd","5978",0.007
"334","8f7b79fd","7942",0.007
"335","8f7b79fd","7943",0.007
"336","8f7b79fd","9529",0.007
"337","8f7b79fd","12774",0.007
"338","8f7b79fd","12883",0.007
"339","8f7b79fd","14046",0.007
"340","8f7b79fd","15332",0.007
"341","8f7b79fd","15340",0.007
"342","8f7b79fd","15341",0.007
"343","8f7b79fd","15345",0.007
"344","8f7b79fd","16030",0.007
"345","8f7b79fd","17714",0.007
"346","8f7b79fd","17854",0.007
"347","8f7b79fd","18575",0.007
"348","8f7b79fd","18589",0.007
"349","8f7b79fd","18823",0.007
"350","8f7b79fd","18824",0.007
"351","9bffe329","12891",0.008
"352","9bffe329","21641",0.0074
"353","9bffe329","21643",0.0074
"354","9bffe329","21646",0.0074
"355","9bffe329","21647",0.0074
"356","9bffe329","21648",0.0074
"357","9bffe329","21649",0.0074
"358","9bffe329","21650",0.0074
"359","9bffe329","21651",0.0074
"360","9bffe329","21663",0.0074
"361","9bffe329","21669",0.0074
"362","9bffe329","21790",0.0074
"363","9bffe329","21791",0.0074
"364","9bffe329","21793",0.0074
"365","9bffe329","21794",0.0074
"366","9bffe329","21795",0.0074
"367","9bffe329","21796",0.0074
"368","9bffe329","21797",0.0074
"369","9bffe329","21798",0.0074
"370","9bffe329","21799",0.0074
"371","9bffe329","21800",0.0074
"372","9bffe329","21802",0.0074
"373","9bffe329","21803",0.0074
"374","9bffe329","21804",0.0074
"375","9bffe329","21805",0.0074
"376","9bffe329","21806",0.0074
"377","9bffe329","21807",0.0074
"378","9bffe329","21808",0.0074
"379","9bffe329","21809",0.0074
"380","9bffe329","3891",0.0077
"381","9bffe329","8994",0.0077
"382","9bffe329","10240",0.0077
"383","9bffe329","15342",0.0077
"384","9bffe329","15355",0.0077
"385","9bffe329","17711",0.0077
"386","9bffe329","17781",0.0077
"387","9bffe329","17849",0.0077
"388","9bffe329","18578",0.0077
"389","9bffe329","18585",0.0077
"390","9bffe329","18735",0.0077
"391","9bffe329","22551",0.0077
"392","9bffe329","22599",0.0077
"393","9bffe329","2850",0.0078
"394","9bffe329","4112",0.0078
"395","9bffe329","9532",0.0078
"396","9bffe329","10124",0.0078
"397","9bffe329","10987",0.0078
"398","9bffe329","13030",0.0078
"399","9bffe329","15350",0.0078
"400","9bffe329","17417",0.0078
"401","abd51bd2","2849",0.0064
"402","abd51bd2","2850",0.0064
"403","abd51bd2","2851",0.0064
"404","abd51bd2","2852",0.0064
"405","abd51bd2","2853",0.0064
"406","abd51bd2","2856",0.0064
"407","abd51bd2","2857",0.0064
"408","abd51bd2","3893",0.0064
"409","abd51bd2","4110",0.0064
"410","abd51bd2","4111",0.0064
"411","abd51bd2","4112",0.0064
"412","abd51bd2","4113",0.0064
"413","abd51bd2","4114",0.0064
"414","abd51bd2","4115",0.0064
"415","abd51bd2","4118",0.0064
"416","abd51bd2","4119",0.0064
"417","abd51bd2","5971",0.0064
"418","abd51bd2","5974",0.0064
"419","abd51bd2","5975",0.0064
"420","abd51bd2","5978",0.0064
"421","abd51bd2","5980",0.0064
"422","abd51bd2","5983",0.0064
"423","abd51bd2","7230",0.0064
"424","abd51bd2","7232",0.0064
"425","abd51bd2","7234",0.0064
"426","abd51bd2","7934",0.0064
"427","abd51bd2","7937",0.0064
"428","abd51bd2","7939",0.0064
"429","abd51bd2","7940",0.0064
"430","abd51bd2","7942",0.0064
"431","abd51bd2","7943",0.0064
"432","abd51bd2","8995",0.0064
"433","abd51bd2","8996",0.0064
"434","abd51bd2","8997",0.0064
"435","abd51bd2","8998",0.0064
"436","abd51bd2","8999",0.0064
"437","abd51bd2","9000",0.0064
"438","abd51bd2","9491",0.0064
"439","abd51bd2","9529",0.0064
"440","abd51bd2","9530",0.0064
"441","abd51bd2","9531",0.0064
"442","abd51bd2","9532",0.0064
"443","abd51bd2","9642",0.0064
"444","abd51bd2","9645",0.0064
"445","abd51bd2","9651",0.0064
"446","abd51bd2","9696",0.0064
"447","abd51bd2","9697",0.0064
"448","abd51bd2","10124",0.0064
"449","abd51bd2","10126",0.0064
"450","abd51bd2","10127",0.0064
"451","fe5e359d","14590",0.0072
"452","fe5e359d","2855",0.0072
"453","fe5e359d","4117",0.0072
"454","fe5e359d","7246",0.0072
"455","fe5e359d","9528",0.0072
"456","fe5e359d","10130",0.0072
"457","fe5e359d","13102",0.0072
"458","fe5e359d","14274",0.0072
"459","fe5e359d","15335",0.0072
"460","fe5e359d","15344",0.0072
"461","fe5e359d","16462",0.0072
"462","fe5e359d","16646",0.0072
"463","fe5e359d","17309",0.0072
"464","fe5e359d","17559",0.0072
"465","fe5e359d","17713",0.0072
"466","fe5e359d","21643",0.0072
"467","fe5e359d","21654",0.0072
"468","fe5e359d","21793",0.0072
"469","fe5e359d","21807",0.0072
"470","fe5e359d","22544",0.0072
"471","fe5e359d","22553",0.0072
"472","fe5e359d","22567",0.0072
"473","fe5e359d","22585",0.0072
"474","fe5e359d","22590",0.0072
"475","fe5e359d","22772",0.0072
"476","fe5e359d","22800",0.0072
"477","fe5e359d","23271",0.0072
"478","fe5e359d","7941",0.0074
"479","fe5e359d","10237",0.0074
"480","fe5e359d","12438",0.0074
"481","fe5e359d","13139",0.0074
"482","fe5e359d","15339",0.0074
"483","fe5e359d","16649",0.0074
"484","fe5e359d","17562",0.0074
"485","fe5e359d","17846",0.0074
"486","fe5e359d","21649",0.0074
"487","fe5e359d","21796",0.0074
"488","fe5e359d","22548",0.0074
"489","fe5e359d","22570",0.0074
"490","fe5e359d","22596",0.0074
"491","fe5e359d","22784",0.0074
"492","fe5e359d","3891",0.0075
"493","fe5e359d","8994",0.0075
"494","fe5e359d","10240",0.0075
"495","fe5e359d","14198",0.0075
"496","fe5e359d","14205",0.0075
"497","fe5e359d","14278",0.0075
"498","fe5e359d","15342",0.0075
"499","fe5e359d","17711",0.0075
"500","fe5e359d","17781",0.0075
